X,Y,Time Stamp
X,Y,Time Stamp
313.5,291.0,2018-11-04 19:56:14
310.0,270.0,2018-11-04 19:56:14
315.5,266.0,2018-11-04 19:56:14
315.0,292.5,2018-11-04 19:56:15
,,2018-11-04 19:56:15
,,2018-11-04 19:56:15
,,2018-11-04 19:56:15
,,2018-11-04 19:56:15
,,2018-11-04 19:56:15
,,2018-11-04 19:56:15
,,2018-11-04 19:56:16
,,2018-11-04 19:56:16
,,2018-11-04 19:56:16
343.0,288.0,2018-11-04 19:56:16
294.5,253.5,2018-11-04 19:56:16
295.0,240.0,2018-11-04 19:56:16
296.0,250.0,2018-11-04 19:56:17
296.0,277.0,2018-11-04 19:56:17
264.5,244.0,2018-11-04 19:56:17
297.5,269.5,2018-11-04 19:56:17
265.5,242.5,2018-11-04 19:56:17
299.5,255.0,2018-11-04 19:56:17
300.5,243.5,2018-11-04 19:56:18
299.5,266.0,2018-11-04 19:56:18
299.5,241.0,2018-11-04 19:56:18
296.0,266.0,2018-11-04 19:56:18
297.5,250.0,2018-11-04 19:56:18
296.0,241.0,2018-11-04 19:56:18
263.5,251.0,2018-11-04 19:56:18
262.5,283.5,2018-11-04 19:56:19
260.5,254.5,2018-11-04 19:56:19
294.5,272.5,2018-11-04 19:56:19
261.5,261.5,2018-11-04 19:56:19
293.5,281.0,2018-11-04 19:56:19
260.5,282.5,2018-11-04 19:56:19
260.5,252.5,2018-11-04 19:56:20
296.5,260.5,2018-11-04 19:56:20
291.5,266.0,2018-11-04 19:56:20
262.5,249.0,2018-11-04 19:56:20
260.5,257.0,2018-11-04 19:56:20
294.0,252.0,2018-11-04 19:56:20
265.0,269.0,2018-11-04 19:56:21
295.5,272.5,2018-11-04 19:56:21
261.5,247.5,2018-11-04 19:56:21
260.5,252.5,2018-11-04 19:56:21
261.5,258.5,2018-11-04 19:56:21
259.5,252.5,2018-11-04 19:56:21
289.5,257.0,2018-11-04 19:56:21
289.5,282.5,2018-11-04 19:56:22
258.5,256.5,2018-11-04 19:56:22
258.5,247.0,2018-11-04 19:56:22
258.5,252.5,2018-11-04 19:56:22
288.5,250.5,2018-11-04 19:56:22
288.5,270.5,2018-11-04 19:56:22
257.5,251.5,2018-11-04 19:56:23
288.5,270.5,2018-11-04 19:56:23
288.5,251.5,2018-11-04 19:56:23
288.5,265.0,2018-11-04 19:56:23
289.5,247.0,2018-11-04 19:56:23
259.5,276.5,2018-11-04 19:56:23
291.0,247.0,2018-11-04 19:56:24
292.5,254.0,2018-11-04 19:56:24
259.5,249.5,2018-11-04 19:56:24
285.5,261.5,2018-11-04 19:56:24
300.0,258.5,2018-11-04 19:56:24
272.0,255.5,2018-11-04 19:56:24
310.5,262.5,2018-11-04 19:56:25
195.5,280.0,2018-11-04 19:56:25
203.0,181.5,2018-11-04 19:56:25
,,2018-11-04 19:56:25
,,2018-11-04 19:56:25
,,2018-11-04 19:56:25
,,2018-11-04 19:56:25
,,2018-11-04 19:56:26
328.5,141.5,2018-11-04 19:56:26
,,2018-11-04 19:56:26
,,2018-11-04 19:56:26
322.0,134.0,2018-11-04 19:56:26
,,2018-11-04 19:56:26
,,2018-11-04 19:56:27
285.5,147.0,2018-11-04 19:56:27
282.5,149.5,2018-11-04 19:56:27
280.5,149.5,2018-11-04 19:56:27
,,2018-11-04 19:56:27
,,2018-11-04 19:56:27
,,2018-11-04 19:56:28
,,2018-11-04 19:56:28
,,2018-11-04 19:56:28
231.0,291.5,2018-11-04 19:56:28
229.5,265.0,2018-11-04 19:56:28
,,2018-11-04 19:56:28
,,2018-11-04 19:56:29
,,2018-11-04 19:56:29
,,2018-11-04 19:56:29
,,2018-11-04 19:56:29
,,2018-11-04 19:56:29
,,2018-11-04 19:56:29
,,2018-11-04 19:56:29
,,2018-11-04 19:56:30
,,2018-11-04 19:56:30
,,2018-11-04 19:56:30
,,2018-11-04 19:56:30
,,2018-11-04 19:56:30
,,2018-11-04 19:56:30
,,2018-11-04 19:56:31
,,2018-11-04 19:56:31
,,2018-11-04 19:56:31
,,2018-11-04 19:56:31
,,2018-11-04 19:56:31
,,2018-11-04 19:56:31
,,2018-11-04 19:56:32
,,2018-11-04 19:56:32
,,2018-11-04 19:56:32
,,2018-11-04 19:56:32
,,2018-11-04 19:56:32
,,2018-11-04 19:56:32
,,2018-11-04 19:56:33
,,2018-11-04 19:56:33
,,2018-11-04 19:56:33
,,2018-11-04 19:56:33
,,2018-11-04 19:56:33
,,2018-11-04 19:56:33
,,2018-11-04 19:56:33
456.5,129.0,2018-11-04 19:56:34
262.0,251.5,2018-11-04 19:56:34
,,2018-11-04 19:56:34
,,2018-11-04 19:56:34
,,2018-11-04 19:56:34
,,2018-11-04 19:56:34
,,2018-11-04 19:56:35
,,2018-11-04 19:56:35
,,2018-11-04 19:56:35
,,2018-11-04 19:56:35
,,2018-11-04 19:56:35
,,2018-11-04 19:56:35
,,2018-11-04 19:56:36
,,2018-11-04 19:56:36
,,2018-11-04 19:56:36
,,2018-11-04 19:56:36
,,2018-11-04 19:56:36
,,2018-11-04 19:56:36
,,2018-11-04 19:56:36
,,2018-11-04 19:56:37
,,2018-11-04 19:56:37
,,2018-11-04 19:56:37
,,2018-11-04 19:56:37
,,2018-11-04 19:56:37
,,2018-11-04 19:56:37
,,2018-11-04 19:56:38
,,2018-11-04 19:56:38
,,2018-11-04 19:56:38
,,2018-11-04 19:56:38
,,2018-11-04 19:56:38
,,2018-11-04 19:56:38
,,2018-11-04 19:56:39
,,2018-11-04 19:56:39
,,2018-11-04 19:56:39
,,2018-11-04 19:56:39
,,2018-11-04 19:56:39
,,2018-11-04 19:56:39
,,2018-11-04 19:56:40
,,2018-11-04 19:56:40
,,2018-11-04 19:56:40
,,2018-11-04 19:56:40
,,2018-11-04 19:56:40
,,2018-11-04 19:56:40
,,2018-11-04 19:56:40
,,2018-11-04 19:56:41
,,2018-11-04 19:56:41
,,2018-11-04 19:56:41
341.0,324.0,2018-11-04 19:56:41
435.0,320.0,2018-11-04 19:56:41
,,2018-11-04 19:56:41
,,2018-11-04 19:56:42
,,2018-11-04 19:56:42
,,2018-11-04 19:56:42
,,2018-11-04 19:56:42
,,2018-11-04 19:56:42
,,2018-11-04 19:56:42
,,2018-11-04 19:56:43
,,2018-11-04 19:56:43
,,2018-11-04 19:56:43
,,2018-11-04 19:56:43
,,2018-11-04 19:56:43
,,2018-11-04 19:56:43
,,2018-11-04 19:56:44
,,2018-11-04 19:56:44
,,2018-11-04 19:56:44
,,2018-11-04 19:56:44
,,2018-11-04 19:56:44
,,2018-11-04 19:56:44
,,2018-11-04 19:56:44
,,2018-11-04 19:56:45
389.0,274.0,2018-11-04 19:56:45
,,2018-11-04 19:56:45
,,2018-11-04 19:56:45
,,2018-11-04 19:56:45
,,2018-11-04 19:56:45
,,2018-11-04 19:56:46
,,2018-11-04 19:56:46
,,2018-11-04 19:56:46
,,2018-11-04 19:56:46
,,2018-11-04 19:56:46
,,2018-11-04 19:56:46
345.0,123.0,2018-11-04 19:56:47
,,2018-11-04 19:56:47
,,2018-11-04 19:56:47
,,2018-11-04 19:56:47
,,2018-11-04 19:56:47
,,2018-11-04 19:56:47
,,2018-11-04 19:56:48
,,2018-11-04 19:56:48
,,2018-11-04 19:56:48
,,2018-11-04 19:56:48
,,2018-11-04 19:56:48
,,2018-11-04 19:56:49
,,2018-11-04 19:56:49
,,2018-11-04 19:56:49
,,2018-11-04 19:56:49
,,2018-11-04 19:56:49
,,2018-11-04 19:56:49
,,2018-11-04 19:56:50
,,2018-11-04 19:56:50
,,2018-11-04 19:56:50
,,2018-11-04 19:56:50
,,2018-11-04 19:56:50
,,2018-11-04 19:56:50
,,2018-11-04 19:56:51
,,2018-11-04 19:56:51
,,2018-11-04 19:56:51
,,2018-11-04 19:56:51
,,2018-11-04 19:56:51
,,2018-11-04 19:56:51
,,2018-11-04 19:56:52
,,2018-11-04 19:56:52
,,2018-11-04 19:56:52
,,2018-11-04 19:56:52
,,2018-11-04 19:56:52
,,2018-11-04 19:56:52
,,2018-11-04 19:56:52
,,2018-11-04 19:56:53
,,2018-11-04 19:56:53
,,2018-11-04 19:56:53
,,2018-11-04 19:56:53
,,2018-11-04 19:56:53
,,2018-11-04 19:56:53
,,2018-11-04 19:56:54
,,2018-11-04 19:56:54
,,2018-11-04 19:56:54
,,2018-11-04 19:56:54
,,2018-11-04 19:56:54
,,2018-11-04 19:56:54
,,2018-11-04 19:56:55
,,2018-11-04 19:56:55
229.0,186.0,2018-11-04 19:56:55
232.0,188.0,2018-11-04 19:56:55
206.0,261.0,2018-11-04 19:56:55
207.5,258.5,2018-11-04 19:56:55
208.5,259.5,2018-11-04 19:56:56
241.5,259.5,2018-11-04 19:56:56
238.0,263.0,2018-11-04 19:56:56
207.0,255.5,2018-11-04 19:56:56
238.5,259.5,2018-11-04 19:56:56
208.5,259.5,2018-11-04 19:56:56
238.5,256.5,2018-11-04 19:56:56
,,2018-11-04 19:56:57
239.0,184.0,2018-11-04 19:56:57
206.5,253.0,2018-11-04 19:56:57
236.5,185.0,2018-11-04 19:56:57
235.5,186.0,2018-11-04 19:56:57
205.0,264.0,2018-11-04 19:56:57
235.5,185.5,2018-11-04 19:56:58
234.5,186.5,2018-11-04 19:56:58
,,2018-11-04 19:56:58
230.5,186.0,2018-11-04 19:56:58
202.0,254.0,2018-11-04 19:56:58
206.5,259.5,2018-11-04 19:56:58
236.0,188.0,2018-11-04 19:56:59
204.5,257.0,2018-11-04 19:56:59
240.0,185.0,2018-11-04 19:56:59
209.5,235.5,2018-11-04 19:56:59
208.5,259.5,2018-11-04 19:56:59
237.5,259.5,2018-11-04 19:56:59
235.5,260.5,2018-11-04 19:56:59
238.0,265.0,2018-11-04 19:57:00
237.0,264.0,2018-11-04 19:57:00
236.5,259.5,2018-11-04 19:57:00
236.5,261.5,2018-11-04 19:57:00
236.0,266.0,2018-11-04 19:57:00
235.5,261.5,2018-11-04 19:57:00
206.0,265.0,2018-11-04 19:57:01
235.0,265.0,2018-11-04 19:57:01
202.5,258.5,2018-11-04 19:57:01
235.5,258.5,2018-11-04 19:57:01
203.5,261.5,2018-11-04 19:57:01
236.0,265.0,2018-11-04 19:57:01
202.5,248.5,2018-11-04 19:57:02
206.5,261.5,2018-11-04 19:57:02
206.0,266.0,2018-11-04 19:57:02
203.5,261.5,2018-11-04 19:57:02
201.5,258.5,2018-11-04 19:57:02
204.0,265.0,2018-11-04 19:57:02
200.5,259.5,2018-11-04 19:57:03
200.0,255.0,2018-11-04 19:57:03
201.0,261.5,2018-11-04 19:57:03
233.5,199.5,2018-11-04 19:57:03
198.5,259.5,2018-11-04 19:57:03
200.0,267.0,2018-11-04 19:57:03
228.5,264.0,2018-11-04 19:57:03
195.5,237.5,2018-11-04 19:57:04
,,2018-11-04 19:57:04
231.0,267.0,2018-11-04 19:57:04
197.5,256.0,2018-11-04 19:57:04
,,2018-11-04 19:57:04
,,2018-11-04 19:57:04
199.5,263.0,2018-11-04 19:57:05
203.0,266.0,2018-11-04 19:57:05
205.0,265.0,2018-11-04 19:57:05
205.5,261.5,2018-11-04 19:57:05
206.5,260.5,2018-11-04 19:57:05
241.0,263.0,2018-11-04 19:57:05
,,2018-11-04 19:57:06
243.5,199.5,2018-11-04 19:57:06
238.5,204.5,2018-11-04 19:57:06
,,2018-11-04 19:57:06
,,2018-11-04 19:57:06
242.5,256.0,2018-11-04 19:57:06
444.5,128.0,2018-11-04 19:57:07
,,2018-11-04 19:57:07
,,2018-11-04 19:57:07
,,2018-11-04 19:57:07
,,2018-11-04 19:57:07
,,2018-11-04 19:57:07
,,2018-11-04 19:57:07
252.5,259.5,2018-11-04 19:57:08
,,2018-11-04 19:57:08
,,2018-11-04 19:57:08
263.0,171.0,2018-11-04 19:57:08
264.5,168.0,2018-11-04 19:57:08
275.0,199.0,2018-11-04 19:57:08
455.0,180.5,2018-11-04 19:57:09
455.0,180.5,2018-11-04 19:57:09
455.0,180.5,2018-11-04 19:57:09
453.5,185.0,2018-11-04 19:57:09
455.0,179.0,2018-11-04 19:57:09
453.5,182.0,2018-11-04 19:57:09
455.0,133.0,2018-11-04 19:57:10
452.5,130.0,2018-11-04 19:57:10
455.0,181.5,2018-11-04 19:57:10
455.0,180.5,2018-11-04 19:57:10
453.5,186.0,2018-11-04 19:57:10
453.5,186.0,2018-11-04 19:57:10
,,2018-11-04 19:57:11
,,2018-11-04 19:57:11
,,2018-11-04 19:57:11
,,2018-11-04 19:57:11
,,2018-11-04 19:57:11
,,2018-11-04 19:57:11
,,2018-11-04 19:57:11
,,2018-11-04 19:57:12
455.0,179.0,2018-11-04 19:57:12
453.5,186.0,2018-11-04 19:57:12
,,2018-11-04 19:57:12
