X,Y,Time Stamp
X,Y,Time Stamp
X,Y,Time Stamp
X,Y,Time Stamp
221.5,112.0,2018-11-04 17:17:02
334.5,146.0,2018-11-04 17:17:02
221.5,108.0,2018-11-04 17:17:02
333.0,147.0,2018-11-04 17:17:02
223.0,108.0,2018-11-04 17:17:02
336.5,145.0,2018-11-04 17:17:03
223.0,108.0,2018-11-04 17:17:03
337.5,142.5,2018-11-04 17:17:03
223.0,96.0,2018-11-04 17:17:03
,,2018-11-04 17:17:03
220.5,236.5,2018-11-04 17:17:03
,,2018-11-04 17:17:03
224.0,110.5,2018-11-04 17:17:03
341.5,144.0,2018-11-04 17:17:03
224.0,108.0,2018-11-04 17:17:03
339.5,150.5,2018-11-04 17:17:03
224.0,112.0,2018-11-04 17:17:03
,,2018-11-04 17:17:03
224.0,112.0,2018-11-04 17:17:03
343.5,145.0,2018-11-04 17:17:03
224.0,109.5,2018-11-04 17:17:03
,,2018-11-04 17:17:04
225.5,112.5,2018-11-04 17:17:04
,,2018-11-04 17:17:04
223.5,108.0,2018-11-04 17:17:04
,,2018-11-04 17:17:04
224.0,110.5,2018-11-04 17:17:04
353.0,148.0,2018-11-04 17:17:04
224.0,110.5,2018-11-04 17:17:04
353.5,149.5,2018-11-04 17:17:04
224.0,169.0,2018-11-04 17:17:04
,,2018-11-04 17:17:04
225.0,108.0,2018-11-04 17:17:04
354.5,150.5,2018-11-04 17:17:04
225.0,108.0,2018-11-04 17:17:04
,,2018-11-04 17:17:04
223.5,108.0,2018-11-04 17:17:04
,,2018-11-04 17:17:04
223.5,108.0,2018-11-04 17:17:04
357.5,148.0,2018-11-04 17:17:05
223.5,111.5,2018-11-04 17:17:05
,,2018-11-04 17:17:05
224.0,107.0,2018-11-04 17:17:05
,,2018-11-04 17:17:05
224.0,110.5,2018-11-04 17:17:05
,,2018-11-04 17:17:05
224.0,110.5,2018-11-04 17:17:05
363.5,146.5,2018-11-04 17:17:05
224.0,110.5,2018-11-04 17:17:05
,,2018-11-04 17:17:05
224.0,110.5,2018-11-04 17:17:05
366.5,148.0,2018-11-04 17:17:05
224.0,110.5,2018-11-04 17:17:05
,,2018-11-04 17:17:05
223.5,105.5,2018-11-04 17:17:05
373.0,144.0,2018-11-04 17:17:05
225.0,108.0,2018-11-04 17:17:05
373.0,148.0,2018-11-04 17:17:06
226.0,112.0,2018-11-04 17:17:06
,,2018-11-04 17:17:06
226.0,109.5,2018-11-04 17:17:06
377.5,150.0,2018-11-04 17:17:06
226.0,160.0,2018-11-04 17:17:06
,,2018-11-04 17:17:06
224.5,108.0,2018-11-04 17:17:06
377.5,150.0,2018-11-04 17:17:06
225.0,110.5,2018-11-04 17:17:06
379.5,149.5,2018-11-04 17:17:06
223.5,108.0,2018-11-04 17:17:06
377.5,148.0,2018-11-04 17:17:06
204.5,234.0,2018-11-04 17:17:06
377.5,148.0,2018-11-04 17:17:06
223.0,110.5,2018-11-04 17:17:06
378.5,148.0,2018-11-04 17:17:06
223.0,110.5,2018-11-04 17:17:06
381.5,144.5,2018-11-04 17:17:07
223.0,110.5,2018-11-04 17:17:07
381.5,149.5,2018-11-04 17:17:07
222.0,110.0,2018-11-04 17:17:07
379.5,147.5,2018-11-04 17:17:07
224.0,112.0,2018-11-04 17:17:07
X,Y,Time Stamp
X,Y,Time Stamp
311.0,157.0,2018-11-04 17:17:55
194.5,253.5,2018-11-04 17:17:55
311.5,150.5,2018-11-04 17:17:56
196.0,249.0,2018-11-04 17:17:56
310.0,152.0,2018-11-04 17:17:56
195.0,251.0,2018-11-04 17:17:56
308.5,154.5,2018-11-04 17:17:56
196.0,249.0,2018-11-04 17:17:56
310.0,152.0,2018-11-04 17:17:56
198.0,253.5,2018-11-04 17:17:56
312.0,156.0,2018-11-04 17:17:56
199.5,253.5,2018-11-04 17:17:56
312.5,152.0,2018-11-04 17:17:56
200.5,253.5,2018-11-04 17:17:56
314.0,156.0,2018-11-04 17:17:56
199.5,250.5,2018-11-04 17:17:56
315.0,150.5,2018-11-04 17:17:56
200.5,118.5,2018-11-04 17:17:56
312.5,153.5,2018-11-04 17:17:57
200.5,117.5,2018-11-04 17:17:57
313.0,154.0,2018-11-04 17:17:57
198.5,248.0,2018-11-04 17:17:57
313.5,151.0,2018-11-04 17:17:57
199.0,251.0,2018-11-04 17:17:57
317.0,155.0,2018-11-04 17:17:57
202.5,246.5,2018-11-04 17:17:57
319.5,157.0,2018-11-04 17:17:57
206.0,121.0,2018-11-04 17:17:57
320.5,154.5,2018-11-04 17:17:57
207.5,246.5,2018-11-04 17:17:57
322.0,156.0,2018-11-04 17:17:57
207.5,250.0,2018-11-04 17:17:57
319.5,158.5,2018-11-04 17:17:57
206.0,253.0,2018-11-04 17:17:57
318.5,158.5,2018-11-04 17:17:57
205.5,257.0,2018-11-04 17:17:57
317.0,159.5,2018-11-04 17:17:58
204.0,257.0,2018-11-04 17:17:58
318.5,151.0,2018-11-04 17:17:58
204.0,253.5,2018-11-04 17:17:58
318.5,153.0,2018-11-04 17:17:58
201.0,249.0,2018-11-04 17:17:58
316.0,160.5,2018-11-04 17:17:58
200.5,256.0,2018-11-04 17:17:58
313.0,164.5,2018-11-04 17:17:58
199.5,258.0,2018-11-04 17:17:58
313.0,165.5,2018-11-04 17:17:58
199.5,264.0,2018-11-04 17:17:58
314.5,158.5,2018-11-04 17:17:58
200.0,262.0,2018-11-04 17:17:58
316.0,156.0,2018-11-04 17:17:58
201.5,256.5,2018-11-04 17:17:58
318.0,163.0,2018-11-04 17:17:58
204.5,255.5,2018-11-04 17:17:58
317.0,160.5,2018-11-04 17:17:59
205.5,258.0,2018-11-04 17:17:59
320.5,165.5,2018-11-04 17:17:59
208.0,258.0,2018-11-04 17:17:59
325.5,153.0,2018-11-04 17:17:59
209.5,251.5,2018-11-04 17:17:59
324.0,155.5,2018-11-04 17:17:59
207.5,262.0,2018-11-04 17:17:59
322.5,155.5,2018-11-04 17:17:59
205.5,262.0,2018-11-04 17:17:59
317.0,156.0,2018-11-04 17:17:59
202.5,250.5,2018-11-04 17:17:59
316.0,158.5,2018-11-04 17:17:59
200.5,254.5,2018-11-04 17:17:59
315.5,160.0,2018-11-04 17:17:59
199.5,250.5,2018-11-04 17:17:59
313.0,162.0,2018-11-04 17:18:00
198.5,250.5,2018-11-04 17:18:00
315.0,153.0,2018-11-04 17:18:00
198.5,250.5,2018-11-04 17:18:00
313.5,154.5,2018-11-04 17:18:00
199.5,254.5,2018-11-04 17:18:00
313.5,162.0,2018-11-04 17:18:00
202.5,250.5,2018-11-04 17:18:00
319.5,159.5,2018-11-04 17:18:00
206.0,256.5,2018-11-04 17:18:00
322.0,159.5,2018-11-04 17:18:00
208.5,262.0,2018-11-04 17:18:00
327.5,155.5,2018-11-04 17:18:00
213.5,259.5,2018-11-04 17:18:00
328.0,165.5,2018-11-04 17:18:00
216.0,260.5,2018-11-04 17:18:00
329.5,162.0,2018-11-04 17:18:00
215.0,259.5,2018-11-04 17:18:00
324.5,164.5,2018-11-04 17:18:01
212.5,256.5,2018-11-04 17:18:01
323.5,168.0,2018-11-04 17:18:01
211.5,265.5,2018-11-04 17:18:01
321.0,165.5,2018-11-04 17:18:01
